tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical_parameter,target_kategori,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,washout_effect,ventilation_proxy,rainy_day,is_holiday_nasional,nama_libur,is_weekend,day_name,is_working_day,tahun,Total_Penduduk,ndvi
2022-12-19,DKI4,64.0,99.0,52.0,10.0,20.0,15.0,99.0,PM25,SEDANG,31.7,23.2,0.5,2.0,10.8,288.0,18.78,26.7,85.0,99.0,1002.3,25.6,288.0,100.0,60.0,100.0,88.0,11.3,4.3,3.2,1.1,1004.6,999.8,2.15,0.0042901326948019,0.0,0.0,,0.0,Monday,1,2022.0,3066074.0,0.1586
2022-12-19,DKI4,64.0,99.0,57.0,28.0,39.0,48.0,99.0,"PM2,5",SEDANG,31.7,23.2,0.5,2.0,10.8,288.0,18.78,26.7,85.0,99.0,1002.3,25.6,288.0,100.0,60.0,100.0,88.0,11.3,4.3,3.2,1.1,1004.6,999.8,2.15,0.0042901326948019,0.0,0.0,,0.0,Monday,1,2022.0,3066074.0,0.1586
2022-12-19,DKI5,54.0,73.0,22.0,28.0,26.0,,73.0,PM25,SEDANG,31.7,23.9,0.4,3.0,8.1,335.0,20.82,27.4,82.0,98.0,1004.7,21.6,335.0,99.0,62.0,100.0,55.0,10.6,4.0,2.9,0.4,1006.9,1002.1,1.6,0.0039812879466507,0.0,0.0,,0.0,Monday,1,2022.0,2458707.0,0.1894
2022-12-20,DKI1,65.0,95.0,53.0,,24.0,12.0,95.0,PM25,SEDANG,30.3,23.3,18.2,18.0,12.2,278.0,19.08,26.5,86.0,96.0,1006.4,27.4,278.0,96.0,70.0,100.0,44.0,14.3,5.2,5.0,1.3,1009.1,1004.1,94.64,0.0051669316375198,1.0,0.0,,0.0,Tuesday,1,2022.0,1053482.0,0.0497
2022-12-20,DKI2,,96.0,54.0,22.0,29.0,47.0,96.0,PM25,SEDANG,28.9,23.8,7.2,11.0,15.0,297.0,19.23,26.5,85.0,96.0,1006.2,31.3,297.0,95.0,75.0,100.0,40.0,16.6,6.4,4.0,2.2,1008.9,1004.1,46.080000000000005,0.0063605645000993,1.0,0.0,,0.0,Tuesday,1,2022.0,1799220.0,0.11433846153846154
2022-12-20,DKI3,72.0,105.0,49.0,19.0,18.0,12.0,105.0,PM25,TIDAK SEHAT,30.1,22.4,26.3,15.0,9.9,241.0,19.31,25.7,88.0,96.0,999.0,29.5,241.0,98.0,72.0,100.0,24.0,14.7,5.6,4.0,0.7,1001.4,996.7,147.28,0.0056056056056056,1.0,0.0,,0.0,Tuesday,1,2022.0,2234262.0,0.28259999999999996
2022-12-20,DKI4,85.0,154.0,52.0,10.0,11.0,13.0,154.0,PM25,TIDAK SEHAT,30.2,22.8,22.8,20.0,9.2,263.0,19.6,26.0,88.0,94.0,1003.1,28.4,263.0,100.0,69.0,100.0,30.0,14.7,5.4,4.3,0.8,1005.6,1000.7,123.12000000000002,0.0053833117336257,1.0,0.0,,0.0,Tuesday,1,2022.0,3066074.0,0.1890153846153846
2022-12-20,DKI4,85.0,154.0,54.0,23.0,29.0,47.0,154.0,"PM2,5",TIDAK SEHAT,30.2,22.8,22.8,20.0,9.2,263.0,19.6,26.0,88.0,94.0,1003.1,28.4,263.0,100.0,69.0,100.0,30.0,14.7,5.4,4.3,0.8,1005.6,1000.7,123.12000000000002,0.0053833117336257,1.0,0.0,,0.0,Tuesday,1,2022.0,3066074.0,0.1890153846153846
2022-12-20,DKI5,60.0,72.0,20.0,23.0,21.0,5.0,72.0,PM25,SEDANG,30.5,23.4,16.0,18.0,10.6,283.0,18.68,26.5,86.0,96.0,1005.5,24.5,283.0,97.0,70.0,100.0,53.0,13.3,4.8,5.8,2.3,1008.2,1003.2,76.8,0.0047737444057682,1.0,0.0,,0.0,Tuesday,1,2022.0,2458707.0,0.20835384615384617
2022-12-21,DKI1,53.0,71.0,57.0,,26.0,13.0,71.0,PM25,SEDANG,31.4,24.4,3.5,11.0,16.1,281.0,22.01,26.9,85.0,92.0,1006.0,36.0,281.0,98.0,67.0,100.0,58.0,15.0,5.9,4.3,2.0,1008.1,1003.6,20.65,0.0058648111332007,1.0,0.0,,0.0,Wednesday,1,2022.0,1053482.0,0.0687
2022-12-21,DKI2,,59.0,62.0,45.0,25.0,32.0,62.0,SO2,SEDANG,30.2,24.2,6.9,11.0,18.5,287.0,22.61,27.0,84.0,87.0,1005.8,40.3,287.0,95.0,72.0,100.0,48.0,18.7,7.7,6.1,1.5,1007.8,1003.4,53.13,0.007655597534301,1.0,0.0,,0.0,Wednesday,1,2022.0,1799220.0,0.12767692307692308
2022-12-21,DKI3,57.0,86.0,53.0,7.0,27.0,11.0,86.0,PM25,SEDANG,30.8,23.0,6.3,9.0,18.9,272.0,21.47,26.3,86.0,90.0,998.7,40.3,272.0,100.0,69.0,100.0,31.0,15.0,6.2,2.2,0.8,1000.7,996.4,39.06,0.0062080704916391,1.0,0.0,,0.0,Wednesday,1,2022.0,2234262.0,0.2969
2022-12-21,DKI3,57.0,86.0,62.0,45.0,27.0,32.0,86.0,"PM2,5",SEDANG,30.8,23.0,6.3,9.0,18.9,272.0,21.47,26.3,86.0,90.0,998.7,40.3,272.0,100.0,69.0,100.0,31.0,15.0,6.2,2.2,0.8,1000.7,996.4,39.06,0.0062080704916391,1.0,0.0,,0.0,Wednesday,1,2022.0,2234262.0,0.2969
2022-12-21,DKI4,53.0,77.0,54.0,5.0,16.0,19.0,77.0,PM25,SEDANG,31.2,23.5,8.5,12.0,17.1,277.0,21.44,26.4,87.0,92.0,1002.7,37.4,277.0,100.0,68.0,100.0,23.0,15.4,6.2,2.2,0.0,1004.7,1000.3,52.7,0.006183305076294,1.0,0.0,,0.0,Wednesday,1,2022.0,3066074.0,0.21943076923076923
2022-12-21,DKI5,53.0,59.0,31.0,13.0,25.0,3.0,59.0,PM25,SEDANG,31.4,23.8,5.3,13.0,14.0,277.0,21.56,26.8,85.0,90.0,1005.1,35.6,277.0,96.0,67.0,100.0,43.0,15.2,6.0,4.7,2.2,1007.2,1002.8,31.8,0.0059695552681325,1.0,0.0,,0.0,Wednesday,1,2022.0,2458707.0,0.22730769230769232
2022-12-22,DKI1,39.0,59.0,52.0,,15.0,9.0,59.0,PM25,SEDANG,30.8,24.0,8.5,11.0,18.2,273.0,17.68,26.4,83.0,100.0,1006.2,35.3,273.0,93.0,65.0,100.0,100.0,23.7,10.5,10.4,5.6,1008.8,1003.4,89.25,0.0104353011329755,1.0,0.0,,0.0,Thursday,1,2022.0,1053482.0,0.0877
2022-12-22,DKI2,31.0,57.0,59.0,49.0,23.0,24.0,59.0,SO2,SEDANG,30.0,24.1,9.6,12.0,18.9,274.0,17.6,26.5,84.0,100.0,1005.9,41.8,274.0,94.0,67.0,100.0,100.0,26.0,12.4,12.2,6.5,1008.5,1003.2,119.04,0.0123272691122377,1.0,0.0,,0.0,Thursday,1,2022.0,1799220.0,0.14101538461538463
2022-12-22,DKI3,36.0,57.0,49.0,6.0,13.0,7.0,57.0,PM25,SEDANG,30.0,23.7,6.7,14.0,19.8,265.0,17.94,26.0,83.0,100.0,998.8,40.7,265.0,92.0,68.0,100.0,100.0,26.1,12.4,12.6,4.7,1001.4,996.3,83.08,0.0124148978774529,1.0,0.0,,0.0,Thursday,1,2022.0,2234262.0,0.3112
2022-12-22,DKI4,49.0,65.0,52.0,5.0,10.0,12.0,65.0,PM25,SEDANG,30.4,23.8,7.6,9.0,16.6,273.0,17.83,26.1,83.0,100.0,1002.8,36.0,273.0,92.0,65.0,100.0,100.0,25.6,11.7,10.8,6.2,1005.4,1000.2,88.91999999999999,0.0116673314718787,1.0,0.0,,0.0,Thursday,1,2022.0,3066074.0,0.24984615384615386
2022-12-22,DKI4,49.0,65.0,59.0,49.0,23.0,24.0,65.0,"PM2,5",SEDANG,30.4,23.8,7.6,9.0,16.6,273.0,17.83,26.1,83.0,100.0,1002.8,36.0,273.0,92.0,65.0,100.0,100.0,25.6,11.7,10.8,6.2,1005.4,1000.2,88.91999999999999,0.0116673314718787,1.0,0.0,,0.0,Thursday,1,2022.0,3066074.0,0.24984615384615386
2022-12-22,DKI5,37.0,,24.0,7.0,17.0,,37.0,PM10,BAIK,30.5,23.9,11.7,11.0,18.7,270.0,17.21,26.3,84.0,100.0,1005.3,36.0,270.0,93.0,66.0,100.0,100.0,23.3,10.4,10.1,5.3,1007.9,1002.6,121.68,0.010345170595842,1.0,0.0,,0.0,Thursday,1,2022.0,2458707.0,0.24626153846153848
2022-12-23,DKI1,31.0,39.0,48.0,10.0,24.0,7.0,48.0,SO2,BAIK,30.5,23.7,3.9,11.0,18.2,274.0,16.48,26.3,83.0,100.0,1007.4,38.5,274.0,96.0,60.0,100.0,100.0,22.6,10.4,4.7,2.8,1008.9,1005.8,40.56,0.0103236053206273,1.0,0.0,,0.0,Friday,1,2022.0,1053482.0,0.1067
2022-12-23,DKI2,26.0,40.0,57.0,38.0,21.0,18.0,57.0,SO2,SEDANG,29.8,24.0,3.7,11.0,21.3,279.0,17.07,26.6,81.0,100.0,1007.2,43.9,279.0,94.0,62.0,100.0,100.0,28.3,13.9,14.4,8.3,1008.7,1005.5,51.43000000000001,0.0138006354249404,1.0,0.0,,0.0,Friday,1,2022.0,1799220.0,0.15435384615384615
2022-12-23,DKI2,31.0,40.0,57.0,38.0,24.0,18.0,57.0,SO2,SEDANG,29.8,24.0,3.7,11.0,21.3,279.0,17.07,26.6,81.0,100.0,1007.2,43.9,279.0,94.0,62.0,100.0,100.0,28.3,13.9,14.4,8.3,1008.7,1005.5,51.43000000000001,0.0138006354249404,1.0,0.0,,0.0,Friday,1,2022.0,1799220.0,0.15435384615384615
2022-12-23,DKI3,21.0,33.0,50.0,4.0,16.0,3.0,50.0,SO2,BAIK,29.3,23.6,2.6,12.0,19.5,272.0,15.76,25.7,83.0,100.0,1000.0,41.8,272.0,95.0,65.0,100.0,100.0,27.0,13.0,6.1,3.6,1001.6,998.5,33.800000000000004,0.013,1.0,0.0,,0.0,Friday,1,2022.0,2234262.0,0.3255
2022-12-23,DKI4,22.0,39.0,52.0,2.0,11.0,8.0,52.0,SO2,SEDANG,30.0,23.5,3.0,14.0,18.9,273.0,16.21,25.9,83.0,100.0,1004.1,42.1,273.0,97.0,62.0,100.0,100.0,25.5,12.2,6.1,3.6,1005.7,1002.5,36.6,0.0121501842445971,1.0,0.0,,0.0,Friday,1,2022.0,3066074.0,0.28026153846153845
2022-12-23,DKI5,24.0,,19.0,9.0,16.0,,24.0,PM10,BAIK,30.2,23.6,3.7,11.0,17.3,273.0,15.97,26.1,84.0,100.0,1006.6,37.4,273.0,96.0,61.0,100.0,100.0,21.6,10.0,5.0,3.3,1008.0,1004.9,37.0,0.0099344327438903,1.0,0.0,,0.0,Friday,1,2022.0,2458707.0,0.26521538461538463
2022-12-24,DKI1,56.0,75.0,51.0,11.0,25.0,13.0,75.0,PM25,SEDANG,30.4,23.8,2.4,14.0,14.1,270.0,16.6,26.1,84.0,100.0,1008.6,36.7,270.0,92.0,65.0,100.0,98.0,19.4,8.1,7.9,4.1,1010.6,1006.8,19.44,0.0080309339678762,1.0,0.0,,1.0,Saturday,0,2022.0,1053482.0,0.1257
2022-12-24,DKI2,46.0,68.0,57.0,55.0,26.0,24.0,68.0,PM25,SEDANG,29.8,24.5,3.5,14.0,17.7,276.0,18.24,26.4,83.0,100.0,1008.4,39.2,276.0,94.0,66.0,100.0,97.0,25.2,11.7,13.7,7.2,1010.3,1006.6,40.95,0.0116025386751289,1.0,0.0,,1.0,Saturday,0,2022.0,1799220.0,0.1676923076923077
2022-12-24,DKI3,58.0,92.0,51.0,10.0,17.0,11.0,92.0,PM25,SEDANG,29.5,22.9,6.5,8.0,20.2,269.0,16.18,25.3,85.0,99.0,1001.3,42.1,269.0,97.0,69.0,100.0,87.0,19.3,8.4,5.8,2.9,1003.3,999.3,54.6,0.0083890941775691,1.0,0.0,,1.0,Saturday,0,2022.0,2234262.0,0.3398
2022-12-24,DKI3,58.0,92.0,57.0,55.0,26.0,24.0,92.0,"PM2,5",SEDANG,29.5,22.9,6.5,8.0,20.2,269.0,16.18,25.3,85.0,99.0,1001.3,42.1,269.0,97.0,69.0,100.0,87.0,19.3,8.4,5.8,2.9,1003.3,999.3,54.6,0.0083890941775691,1.0,0.0,,1.0,Saturday,0,2022.0,2234262.0,0.3398
2022-12-24,DKI4,,83.0,52.0,7.0,13.0,16.0,83.0,PM25,SEDANG,30.0,23.2,4.3,12.0,14.6,268.0,17.55,25.6,84.0,100.0,1005.3,41.0,268.0,95.0,67.0,100.0,98.0,20.7,9.3,9.0,4.0,1007.2,1003.5,39.99,0.0092509698597433,1.0,0.0,,1.0,Saturday,0,2022.0,3066074.0,0.3106769230769231
2022-12-24,DKI5,54.0,,19.0,23.0,17.0,,54.0,PM10,SEDANG,30.3,23.7,2.6,13.0,14.8,267.0,15.43,26.0,84.0,100.0,1007.7,36.4,267.0,93.0,66.0,100.0,91.0,19.5,7.7,6.5,4.0,1009.8,1005.9,20.02,0.0076411630445569,1.0,0.0,,1.0,Saturday,0,2022.0,2458707.0,0.2841692307692308
2022-12-25,DKI1,38.0,52.0,48.0,10.0,25.0,9.0,52.0,PM25,SEDANG,28.6,23.8,5.2,16.0,15.5,276.0,9.66,25.2,88.0,100.0,1009.3,36.7,276.0,94.0,71.0,100.0,98.0,18.4,8.7,7.6,4.1,1011.2,1007.6,45.24,0.0086198355295749,1.0,1.0,Christmas Day,1.0,Sunday,0,2022.0,1053482.0,0.1447
2022-12-25,DKI2,36.0,51.0,57.0,45.0,20.0,18.0,57.0,SO2,SEDANG,28.3,24.0,4.1,17.0,20.3,278.0,9.01,25.6,87.0,100.0,1009.0,42.8,278.0,94.0,71.0,100.0,99.0,24.4,12.0,13.3,5.9,1010.9,1007.4,49.2,0.0118929633300297,1.0,1.0,Christmas Day,1.0,Sunday,0,2022.0,1799220.0,0.18103076923076922
2022-12-25,DKI2,42.0,56.0,57.0,45.0,25.0,18.0,57.0,SO2,SEDANG,28.3,24.0,4.1,17.0,20.3,278.0,9.01,25.6,87.0,100.0,1009.0,42.8,278.0,94.0,71.0,100.0,99.0,24.4,12.0,13.3,5.9,1010.9,1007.4,49.2,0.0118929633300297,1.0,1.0,Christmas Day,1.0,Sunday,0,2022.0,1799220.0,0.18103076923076922
2022-12-25,DKI3,42.0,51.0,50.0,5.0,16.0,5.0,51.0,PM25,SEDANG,28.8,23.5,6.4,14.0,15.0,268.0,9.66,24.8,89.0,100.0,1001.8,37.1,268.0,95.0,72.0,100.0,98.0,19.8,9.2,8.6,4.7,1003.8,1000.4,58.88,0.009183469754442,1.0,1.0,Christmas Day,1.0,Sunday,0,2022.0,2234262.0,0.35409999999999997
2022-12-25,DKI4,,56.0,52.0,5.0,10.0,13.0,56.0,PM25,SEDANG,28.4,23.5,3.6,12.0,15.1,276.0,8.72,24.8,90.0,100.0,1005.9,36.4,276.0,96.0,74.0,100.0,100.0,19.6,9.2,7.6,4.6,1007.7,1004.4,33.12,0.0091460383735957,1.0,1.0,Christmas Day,1.0,Sunday,0,2022.0,3066074.0,0.3410923076923077
2022-12-25,DKI5,32.0,,20.0,13.0,16.0,,32.0,PM10,BAIK,29.0,23.6,3.5,17.0,15.1,272.0,10.45,25.2,88.0,100.0,1008.4,38.5,272.0,95.0,71.0,100.0,98.0,19.0,8.6,7.6,3.6,1010.4,1006.8,30.1,0.0085283617612058,1.0,1.0,Christmas Day,1.0,Sunday,0,2022.0,2458707.0,0.30312307692307694
2022-12-26,DKI1,41.0,56.0,51.0,10.0,25.0,11.0,56.0,PM25,SEDANG,28.6,22.8,15.0,15.0,16.0,262.0,12.13,25.1,89.0,100.0,1010.3,38.9,262.0,99.0,71.0,100.0,100.0,23.3,10.1,10.4,4.9,1012.2,1008.2,151.5,0.0099970305849747,1.0,0.0,,0.0,Monday,1,2022.0,1053482.0,0.1637
2022-12-26,DKI2,43.0,62.0,58.0,54.0,21.0,27.0,62.0,PM25,SEDANG,28.1,23.4,21.0,15.0,18.8,261.0,11.77,25.4,87.0,100.0,1010.1,39.6,261.0,95.0,74.0,100.0,100.0,26.4,12.0,12.6,5.9,1011.9,1008.0,252.0,0.0118800118800118,1.0,0.0,,0.0,Monday,1,2022.0,1799220.0,0.19436923076923077
2022-12-26,DKI2,43.0,62.0,58.0,54.0,25.0,27.0,62.0,"PM2,5",SEDANG,28.1,23.4,21.0,15.0,18.8,261.0,11.77,25.4,87.0,100.0,1010.1,39.6,261.0,95.0,74.0,100.0,100.0,26.4,12.0,12.6,5.9,1011.9,1008.0,252.0,0.0118800118800118,1.0,0.0,,0.0,Monday,1,2022.0,1799220.0,0.19436923076923077
2022-12-26,DKI3,36.0,57.0,51.0,7.0,14.0,6.0,57.0,PM25,SEDANG,28.4,22.5,23.8,14.0,18.6,261.0,12.42,24.6,89.0,100.0,1002.9,38.5,261.0,98.0,75.0,100.0,100.0,23.4,10.7,11.2,4.6,1004.8,1000.9,254.66,0.0106690597267923,1.0,0.0,,0.0,Monday,1,2022.0,2234262.0,0.36839999999999995
2022-12-26,DKI4,,58.0,52.0,4.0,10.0,14.0,58.0,PM25,SEDANG,28.5,22.3,18.2,15.0,17.4,267.0,12.79,24.8,89.0,100.0,1006.9,37.1,267.0,100.0,72.0,100.0,100.0,24.9,11.5,11.5,5.9,1008.7,1004.8,209.3,0.011421193763035,1.0,0.0,,0.0,Monday,1,2022.0,3066074.0,0.3715076923076923
2022-12-26,DKI5,33.0,,25.0,14.0,13.0,2.0,33.0,PM10,BAIK,28.8,22.7,17.9,16.0,14.4,260.0,11.93,25.1,89.0,100.0,1009.5,40.7,260.0,98.0,72.0,100.0,100.0,23.9,10.0,11.5,5.3,1011.4,1007.3,179.0,0.0099058940069341,1.0,0.0,,0.0,Monday,1,2022.0,2458707.0,0.3220769230769231
2022-12-27,DKI1,36.0,35.0,49.0,8.0,20.0,7.0,49.0,SO2,BAIK,27.8,22.9,5.2,14.0,15.5,264.0,11.13,25.1,86.0,100.0,1011.4,33.5,264.0,95.0,71.0,100.0,100.0,21.6,9.5,7.2,4.5,1013.7,1009.2,49.4,0.0093929207039746,1.0,0.0,,0.0,Tuesday,1,2022.0,1053482.0,0.1827
2022-12-27,DKI2,29.0,42.0,58.0,42.0,15.0,18.0,58.0,SO2,SEDANG,27.9,23.2,4.8,12.0,17.2,261.0,11.32,25.4,83.0,100.0,1011.2,38.2,261.0,94.0,70.0,100.0,100.0,25.1,12.1,13.7,6.5,1013.4,1009.0,58.08,0.0119659810126582,1.0,0.0,,0.0,Tuesday,1,2022.0,1799220.0,0.20770769230769232
2022-12-27,DKI2,36.0,47.0,58.0,42.0,20.0,18.0,58.0,SO2,SEDANG,27.9,23.2,4.8,12.0,17.2,261.0,11.32,25.4,83.0,100.0,1011.2,38.2,261.0,94.0,70.0,100.0,100.0,25.1,12.1,13.7,6.5,1013.4,1009.0,58.08,0.0119659810126582,1.0,0.0,,0.0,Tuesday,1,2022.0,1799220.0,0.20770769230769232
2022-12-27,DKI3,17.0,26.0,48.0,4.0,11.0,2.0,48.0,SO2,BAIK,27.2,22.8,8.1,15.0,16.2,264.0,9.45,24.6,87.0,100.0,1004.0,31.7,264.0,94.0,74.0,100.0,100.0,23.5,11.3,11.5,6.8,1006.1,1001.8,91.53,0.0112549800796812,1.0,0.0,,0.0,Tuesday,1,2022.0,2234262.0,0.3827
2022-12-27,DKI4,,47.0,52.0,3.0,7.0,9.0,52.0,SO2,SEDANG,27.4,22.6,6.4,15.0,15.6,270.0,10.72,24.6,88.0,100.0,1008.0,35.6,270.0,95.0,73.0,100.0,100.0,23.7,10.7,7.9,4.5,1010.2,1005.8,68.48,0.0106150793650793,1.0,0.0,,0.0,Tuesday,1,2022.0,3066074.0,0.40192307692307694
2022-12-27,DKI5,23.0,,23.0,10.0,12.0,,23.0,PM10,BAIK,27.5,22.8,2.6,14.0,14.8,261.0,11.28,25.0,86.0,100.0,1010.5,33.1,261.0,95.0,72.0,100.0,100.0,21.6,9.5,7.9,4.5,1012.8,1008.3,24.7,0.0094012864918357,1.0,0.0,,0.0,Tuesday,1,2022.0,2458707.0,0.34103076923076925
2022-12-28,DKI1,33.0,51.0,50.0,11.0,8.0,7.0,51.0,PM25,SEDANG,29.3,23.6,8.0,15.0,18.4,263.0,14.35,25.4,85.0,96.0,1010.9,43.9,263.0,94.0,69.0,100.0,46.0,25.7,11.9,13.3,7.3,1012.1,1009.1,95.2,0.0117716885943218,1.0,0.0,,0.0,Wednesday,1,2022.0,1053482.0,0.20170000000000002
2022-12-28,DKI2,35.0,51.0,57.0,41.0,15.0,19.0,57.0,SO2,SEDANG,28.5,23.8,6.3,15.0,20.1,265.0,15.02,25.7,84.0,95.0,1010.6,46.1,265.0,93.0,70.0,100.0,41.0,28.9,13.7,16.2,8.4,1011.8,1008.7,86.30999999999999,0.013556303186226,1.0,0.0,,0.0,Wednesday,1,2022.0,1799220.0,0.22104615384615384
2022-12-28,DKI3,46.0,66.0,49.0,8.0,8.0,5.0,66.0,PM25,SEDANG,29.1,22.9,8.2,15.0,19.4,262.0,13.83,24.9,86.0,97.0,1003.4,39.6,262.0,92.0,70.0,100.0,77.0,28.2,13.6,13.3,6.4,1004.6,1001.6,111.51999999999998,0.0135539166832768,1.0,0.0,,0.0,Wednesday,1,2022.0,2234262.0,0.397
2022-12-28,DKI3,46.0,66.0,57.0,41.0,15.0,19.0,66.0,"PM2,5",SEDANG,29.1,22.9,8.2,15.0,19.4,262.0,13.83,24.9,86.0,97.0,1003.4,39.6,262.0,92.0,70.0,100.0,77.0,28.2,13.6,13.3,6.4,1004.6,1001.6,111.51999999999998,0.0135539166832768,1.0,0.0,,0.0,Wednesday,1,2022.0,2234262.0,0.397
2022-12-28,DKI4,,63.0,52.0,5.0,6.0,9.0,63.0,PM25,SEDANG,29.0,23.0,11.3,16.0,21.7,266.0,15.17,25.1,86.0,93.0,1007.4,47.5,266.0,93.0,71.0,100.0,56.0,29.3,14.0,14.0,7.4,1008.6,1005.7,158.20000000000002,0.0138971610085368,1.0,0.0,,0.0,Wednesday,1,2022.0,3066074.0,0.43233846153846156
2022-12-28,DKI5,28.0,,23.0,14.0,9.0,,28.0,PM10,BAIK,29.2,23.5,9.4,16.0,16.5,261.0,13.59,25.3,86.0,95.0,1010.0,41.0,261.0,94.0,70.0,100.0,23.0,25.8,11.5,13.7,6.6,1011.2,1008.3,108.1,0.0113861386138613,1.0,0.0,,0.0,Wednesday,1,2022.0,2458707.0,0.3599846153846154
2022-12-29,DKI1,23.0,27.0,50.0,10.0,13.0,7.0,50.0,SO2,BAIK,28.7,23.2,11.0,20.0,17.8,259.0,11.68,24.8,89.0,100.0,1010.6,49.3,259.0,97.0,72.0,100.0,100.0,26.7,11.1,10.1,4.4,1012.1,1008.8,122.1,0.0109835741143874,1.0,0.0,,0.0,Thursday,1,2022.0,1053482.0,0.2207
2022-12-29,DKI2,23.0,23.0,57.0,12.0,16.0,15.0,57.0,SO2,SEDANG,27.9,23.6,9.7,22.0,21.3,261.0,11.95,25.2,87.0,100.0,1010.3,50.0,261.0,95.0,74.0,100.0,100.0,31.7,13.8,14.0,6.6,1011.9,1008.5,133.86,0.0136593091161041,1.0,0.0,,0.0,Thursday,1,2022.0,1799220.0,0.23438461538461539
2022-12-29,DKI2,23.0,50.0,57.0,12.0,16.0,15.0,57.0,SO2,SEDANG,27.9,23.6,9.7,22.0,21.3,261.0,11.95,25.2,87.0,100.0,1010.3,50.0,261.0,95.0,74.0,100.0,100.0,31.7,13.8,14.0,6.6,1011.9,1008.5,133.86,0.0136593091161041,1.0,0.0,,0.0,Thursday,1,2022.0,1799220.0,0.23438461538461539
2022-12-29,DKI3,15.0,50.0,50.0,4.0,13.0,,50.0,PM25,BAIK,26.6,23.1,17.1,23.0,19.7,262.0,10.72,24.3,90.0,100.0,1003.2,45.0,262.0,96.0,81.0,100.0,100.0,30.2,14.5,19.4,9.0,1004.6,1001.4,247.95,0.0144537480063795,1.0,0.0,,0.0,Thursday,1,2022.0,2234262.0,0.4113
2022-12-29,DKI4,,35.0,52.0,2.0,8.0,8.0,52.0,SO2,SEDANG,27.1,23.1,18.7,21.0,22.4,263.0,10.52,24.4,90.0,100.0,1007.2,51.1,263.0,97.0,80.0,100.0,100.0,29.1,13.0,11.5,6.2,1008.6,1005.5,243.1,0.0129070691024622,1.0,0.0,,0.0,Thursday,1,2022.0,3066074.0,0.4627538461538462
2022-12-29,DKI5,,,28.0,11.0,,,28.0,SO2,BAIK,29.0,23.1,9.9,21.0,20.0,259.0,12.38,24.8,90.0,100.0,1009.7,47.9,259.0,98.0,71.0,100.0,99.0,26.6,11.2,8.6,4.3,1011.3,1008.0,110.88,0.0110924036842626,1.0,0.0,,0.0,Thursday,1,2022.0,2458707.0,0.37893846153846156
2022-12-30,DKI1,38.0,53.0,51.0,11.0,13.0,9.0,53.0,PM25,SEDANG,28.9,22.5,16.3,18.0,14.2,287.0,13.62,24.7,89.0,100.0,1010.9,32.4,287.0,98.0,70.0,100.0,99.0,20.7,8.0,5.8,2.7,1012.6,1008.5,130.4,0.0079137402314769,1.0,0.0,,0.0,Friday,1,2022.0,1053482.0,0.23970000000000002
2022-12-30,DKI2,40.0,55.0,57.0,21.0,17.0,24.0,57.0,SO2,SEDANG,27.9,22.8,21.2,23.0,18.7,283.0,13.72,24.9,88.0,100.0,1010.6,41.4,283.0,97.0,77.0,100.0,91.0,27.2,12.0,17.3,4.6,1012.3,1008.3,254.4,0.0118741341777162,1.0,0.0,,0.0,Friday,1,2022.0,1799220.0,0.2477230769230769
2022-12-30,DKI3,36.0,51.0,51.0,8.0,13.0,5.0,51.0,PM25,SEDANG,27.9,22.1,19.6,21.0,15.5,280.0,11.58,24.2,90.0,100.0,1003.5,32.0,280.0,96.0,75.0,100.0,100.0,20.8,7.8,8.3,1.9,1005.2,1001.3,152.88,0.0077727952167414,1.0,0.0,,0.0,Friday,1,2022.0,2234262.0,0.4256
2022-12-30,DKI4,32.0,64.0,52.0,7.0,8.0,12.0,64.0,PM25,SEDANG,28.1,22.0,24.4,18.0,13.4,282.0,11.92,24.3,90.0,100.0,1007.5,33.1,282.0,98.0,72.0,100.0,100.0,21.8,8.3,11.2,2.7,1009.1,1005.1,202.52,0.0082382133995037,1.0,0.0,,0.0,Friday,1,2022.0,3066074.0,0.4931692307692308
2022-12-30,DKI4,40.0,64.0,57.0,21.0,17.0,24.0,64.0,"PM2,5",SEDANG,28.1,22.0,24.4,18.0,13.4,282.0,11.92,24.3,90.0,100.0,1007.5,33.1,282.0,98.0,72.0,100.0,100.0,21.8,8.3,11.2,2.7,1009.1,1005.1,202.52,0.0082382133995037,1.0,0.0,,0.0,Friday,1,2022.0,3066074.0,0.4931692307692308
2022-12-30,DKI5,32.0,,27.0,15.0,13.0,,32.0,PM10,BAIK,29.0,22.5,24.7,18.0,13.5,289.0,14.13,24.7,89.0,100.0,1010.0,31.7,289.0,98.0,70.0,100.0,92.0,19.5,7.2,4.0,2.4,1011.7,1007.6,177.84,0.0071287128712871,1.0,0.0,,0.0,Friday,1,2022.0,2458707.0,0.3978923076923077
